Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
291.14	36.047	347.06	0.0028814	307.95	318.34	1.3028	1.7390	5.2748	392.41	0.19136	43.431	0.076465	0.0011525	80.272	0.012458	492.63	537.53	2.0556	1.8553	5.4986	214.97	1.6421	11.210	0.033357
291.19	36.084	346.88	0.0028829	308.14	318.54	1.3034	1.7395	5.2842	391.86	0.19197	43.390	0.076429	0.0011477	80.402	0.012438	492.58	537.46	2.0552	1.8561	5.5135	214.91	1.6414	11.217	0.033400
291.23	36.121	346.70	0.0028843	308.34	318.75	1.3041	1.7400	5.2937	391.31	0.19259	43.349	0.076394	0.0011429	80.531	0.012418	492.53	537.38	2.0548	1.8570	5.5286	214.84	1.6407	11.225	0.033444
291.28	36.157	346.52	0.0028858	308.53	318.96	1.3048	1.7406	5.3033	390.76	0.19321	43.308	0.076358	0.0011381	80.662	0.012397	492.48	537.31	2.0544	1.8578	5.5437	214.78	1.6400	11.233	0.033488
291.33	36.194	346.34	0.0028873	308.72	319.17	1.3055	1.7411	5.3130	390.21	0.19383	43.267	0.076322	0.0011333	80.792	0.012377	492.43	537.23	2.0540	1.8587	5.5590	214.72	1.6393	11.240	0.033532
291.37	36.231	346.16	0.0028888	308.92	319.38	1.3062	1.7416	5.3227	389.65	0.19446	43.226	0.076287	0.0011285	80.923	0.012357	492.38	537.15	2.0536	1.8595	5.5743	214.65	1.6386	11.248	0.033576
291.42	36.268	345.98	0.0028903	309.11	319.59	1.3069	1.7422	5.3324	389.10	0.19509	43.185	0.076251	0.0011237	81.054	0.012338	492.33	537.08	2.0532	1.8604	5.5898	214.59	1.6380	11.256	0.033620
291.47	36.305	345.80	0.0028918	309.31	319.80	1.3075	1.7427	5.3422	388.55	0.19572	43.144	0.076215	0.0011189	81.185	0.012318	492.28	537.00	2.0527	1.8613	5.6054	214.52	1.6373	11.264	0.033665
291.51	36.342	345.62	0.0028934	309.50	320.02	1.3082	1.7432	5.3521	387.99	0.19635	43.103	0.076180	0.0011142	81.317	0.012298	492.23	536.92	2.0523	1.8621	5.6210	214.46	1.6366	11.272	0.033709
291.56	36.378	345.44	0.0028949	309.70	320.23	1.3089	1.7438	5.3621	387.44	0.19699	43.062	0.076144	0.0011094	81.449	0.012278	492.18	536.85	2.0519	1.8630	5.6368	214.39	1.6359	11.279	0.033754
291.61	36.415	345.26	0.0028964	309.89	320.44	1.3096	1.7443	5.3721	386.88	0.19763	43.021	0.076109	0.0011046	81.581	0.012258	492.13	536.77	2.0515	1.8639	5.6527	214.33	1.6352	11.287	0.033799
291.65	36.452	345.08	0.0028979	310.09	320.65	1.3103	1.7448	5.3822	386.33	0.19827	42.980	0.076073	0.0010999	81.714	0.012238	492.08	536.69	2.0510	1.8647	5.6687	214.26	1.6345	11.295	0.033844
291.70	36.489	344.89	0.0028994	310.28	320.86	1.3110	1.7454	5.3924	385.77	0.19892	42.939	0.076038	0.0010951	81.847	0.012218	492.03	536.61	2.0506	1.8656	5.6848	214.20	1.6338	11.303	0.033890
291.75	36.527	344.71	0.0029010	310.48	321.07	1.3117	1.7459	5.4026	385.22	0.19957	42.897	0.076002	0.0010903	81.981	0.012198	491.98	536.53	2.0502	1.8665	5.7011	214.14	1.6331	11.311	0.033935
291.79	36.564	344.53	0.0029025	310.67	321.29	1.3124	1.7465	5.4129	384.66	0.20022	42.856	0.075967	0.0010856	82.115	0.012178	491.93	536.45	2.0498	1.8674	5.7174	214.07	1.6323	11.319	0.033981
291.84	36.601	344.34	0.0029041	310.87	321.50	1.3131	1.7470	5.4233	384.10	0.20087	42.815	0.075931	0.0010808	82.249	0.012158	491.87	536.37	2.0493	1.8682	5.7339	214.01	1.6316	11.327	0.034027
291.89	36.638	344.16	0.0029056	311.07	321.71	1.3138	1.7476	5.4337	383.54	0.20153	42.773	0.075896	0.0010761	82.384	0.012138	491.82	536.29	2.0489	1.8691	5.7504	213.94	1.6309	11.335	0.034073
291.93	36.675	343.98	0.0029072	311.26	321.92	1.3144	1.7482	5.4442	382.98	0.20219	42.732	0.075860	0.0010714	82.519	0.012118	491.77	536.21	2.0485	1.8700	5.7671	213.87	1.6302	11.343	0.034120
291.98	36.712	343.79	0.0029087	311.46	322.14	1.3151	1.7487	5.4548	382.42	0.20285	42.691	0.075825	0.0010666	82.654	0.012099	491.72	536.13	2.0480	1.8709	5.7839	213.81	1.6295	11.351	0.034166
292.03	36.749	343.61	0.0029103	311.66	322.35	1.3158	1.7493	5.4654	381.86	0.20352	42.649	0.075790	0.0010619	82.790	0.012079	491.66	536.05	2.0476	1.8718	5.8009	213.74	1.6288	11.359	0.034213
292.07	36.787	343.42	0.0029119	311.85	322.56	1.3165	1.7499	5.4762	381.30	0.20419	42.608	0.075754	0.0010572	82.926	0.012059	491.61	535.97	2.0472	1.8727	5.8179	213.68	1.6281	11.368	0.034260
292.12	36.824	343.24	0.0029134	312.05	322.78	1.3172	1.7504	5.4870	380.74	0.20486	42.566	0.075719	0.0010524	83.063	0.012039	491.56	535.89	2.0468	1.8736	5.8351	213.61	1.6273	11.376	0.034308
292.17	36.861	343.05	0.0029150	312.25	322.99	1.3179	1.7510	5.4978	380.18	0.20554	42.525	0.075684	0.0010477	83.200	0.012019	491.50	535.81	2.0463	1.8745	5.8524	213.55	1.6266	11.384	0.034355
292.21	36.899	342.86	0.0029166	312.44	323.21	1.3186	1.7516	5.5088	379.62	0.20622	42.483	0.075649	0.0010430	83.337	0.012000	491.45	535.72	2.0459	1.8754	5.8698	213.48	1.6259	11.392	0.034403
292.26	36.936	342.68	0.0029182	312.64	323.42	1.3193	1.7521	5.5198	379.05	0.20690	42.441	0.075613	0.0010383	83.474	0.011980	491.39	535.64	2.0454	1.8763	5.8874	213.42	1.6251	11.400	0.034450
292.31	36.973	342.49	0.0029198	312.84	323.64	1.3200	1.7527	5.5309	378.49	0.20759	42.400	0.075578	0.0010336	83.612	0.011960	491.34	535.56	2.0450	1.8772	5.9051	213.35	1.6244	11.409	0.034498
292.35	37.011	342.30	0.0029214	313.04	323.85	1.3207	1.7533	5.5421	377.93	0.20828	42.358	0.075543	0.0010289	83.751	0.011940	491.28	535.47	2.0446	1.8781	5.9229	213.28	1.6237	11.417	0.034547
292.40	37.048	342.12	0.0029230	313.24	324.07	1.3214	1.7539	5.5534	377.36	0.20897	42.316	0.075508	0.0010242	83.890	0.011920	491.23	535.39	2.0441	1.8790	5.9409	213.22	1.6229	11.425	0.034595
292.45	37.086	341.93	0.0029246	313.44	324.28	1.3221	1.7545	5.5647	376.80	0.20966	42.275	0.075473	0.0010195	84.029	0.011901	491.17	535.31	2.0437	1.8800	5.9589	213.15	1.6222	11.434	0.034644
292.49	37.123	341.74	0.0029262	313.64	324.50	1.3228	1.7551	5.5761	376.23	0.21036	42.233	0.075438	0.0010148	84.169	0.011881	491.11	535.22	2.0432	1.8809	5.9772	213.08	1.6215	11.442	0.034693
292.54	37.161	341.55	0.0029278	313.84	324.72	1.3235	1.7557	5.5876	375.66	0.21106	42.191	0.075403	0.0010101	84.309	0.011861	491.06	535.14	2.0428	1.8818	5.9955	213.02	1.6207	11.450	0.034742
292.59	37.199	341.36	0.0029295	314.04	324.93	1.3242	1.7563	5.5992	375.10	0.21177	42.149	0.075368	0.0010054	84.449	0.011841	491.00	535.05	2.0424	1.8827	6.0140	212.95	1.6200	11.459	0.034791
292.63	37.236	341.17	0.0029311	314.23	325.15	1.3249	1.7569	5.6109	374.53	0.21248	42.107	0.075333	0.0010008	84.590	0.011822	490.94	534.96	2.0419	1.8836	6.0326	212.88	1.6192	11.467	0.034841
292.68	37.274	340.98	0.0029327	314.43	325.37	1.3256	1.7575	5.6226	373.96	0.21319	42.065	0.075298	0.00099609	84.731	0.011802	490.89	534.88	2.0415	1.8846	6.0514	212.82	1.6185	11.476	0.034891
292.73	37.312	340.79	0.0029344	314.63	325.58	1.3263	1.7581	5.6345	373.39	0.21390	42.023	0.075263	0.00099142	84.873	0.011782	490.83	534.79	2.0410	1.8855	6.0703	212.75	1.6177	11.484	0.034941
292.77	37.349	340.60	0.0029360	314.84	325.80	1.3270	1.7587	5.6464	372.82	0.21462	41.981	0.075229	0.00098676	85.015	0.011763	490.77	534.70	2.0406	1.8864	6.0894	212.68	1.6170	11.493	0.034991
292.82	37.387	340.41	0.0029377	315.04	326.02	1.3277	1.7593	5.6584	372.25	0.21534	41.939	0.075194	0.00098210	85.157	0.011743	490.71	534.62	2.0401	1.8874	6.1086	212.62	1.6162	11.502	0.035042
292.87	37.425	340.22	0.0029393	315.24	326.24	1.3284	1.7599	5.6705	371.68	0.21607	41.897	0.075159	0.00097745	85.300	0.011723	490.65	534.53	2.0397	1.8883	6.1279	212.55	1.6154	11.510	0.035092
292.91	37.463	340.02	0.0029410	315.44	326.46	1.3292	1.7605	5.6827	371.11	0.21680	41.855	0.075124	0.00097280	85.443	0.011704	490.60	534.44	2.0392	1.8893	6.1474	212.48	1.6147	11.519	0.035143
292.96	37.500	339.83	0.0029426	315.64	326.67	1.3299	1.7611	5.6950	370.54	0.21753	41.813	0.075090	0.00096815	85.587	0.011684	490.54	534.35	2.0388	1.8902	6.1671	212.41	1.6139	11.528	0.035195
293.01	37.538	339.64	0.0029443	315.84	326.89	1.3306	1.7617	5.7074	369.97	0.21827	41.771	0.075055	0.00096351	85.731	0.011664	490.48	534.26	2.0383	1.8912	6.1869	212.35	1.6131	11.536	0.035246
293.05	37.576	339.44	0.0029460	316.04	327.11	1.3313	1.7624	5.7199	369.40	0.21901	41.729	0.075020	0.00095888	85.875	0.011645	490.42	534.17	2.0378	1.8921	6.2068	212.28	1.6124	11.545	0.035298
293.10	37.614	339.25	0.0029477	316.24	327.33	1.3320	1.7630	5.7324	368.82	0.21975	41.686	0.074986	0.00095424	86.020	0.011625	490.36	534.08	2.0374	1.8931	6.2269	212.21	1.6116	11.554	0.035350
293.15	37.652	339.06	0.0029494	316.45	327.55	1.3327	1.7636	5.7451	368.25	0.22050	41.644	0.074951	0.00094962	86.166	0.011606	490.30	533.99	2.0369	1.8940	6.2472	212.14	1.6108	11.563	0.035402
293.19	37.690	338.86	0.0029511	316.65	327.77	1.3334	1.7643	5.7578	367.67	0.22125	41.602	0.074917	0.00094499	86.312	0.011586	490.23	533.90	2.0365	1.8950	6.2676	212.08	1.6100	11.571	0.035454
293.24	37.728	338.67	0.0029528	316.85	327.99	1.3341	1.7649	5.7707	367.10	0.22200	41.559	0.074883	0.00094038	86.458	0.011566	490.17	533.81	2.0360	1.8959	6.2882	212.01	1.6092	11.580	0.035507
293.29	37.766	338.47	0.0029545	317.06	328.21	1.3348	1.7655	5.7836	366.52	0.22276	41.517	0.074848	0.00093576	86.604	0.011547	490.11	533.72	2.0355	1.8969	6.3090	211.94	1.6085	11.589	0.035560
293.33	37.804	338.27	0.0029562	317.26	328.43	1.3356	1.7662	5.7967	365.94	0.22352	41.474	0.074814	0.00093115	86.752	0.011527	490.05	533.63	2.0351	1.8979	6.3299	211.87	1.6077	11.598	0.035613
293.38	37.842	338.08	0.0029579	317.46	328.66	1.3363	1.7668	5.8098	365.37	0.22429	41.432	0.074780	0.00092655	86.899	0.011508	489.99	533.54	2.0346	1.8989	6.3510	211.80	1.6069	11.607	0.035667
293.43	37.880	337.88	0.0029596	317.67	328.88	1.3370	1.7675	5.8231	364.79	0.22505	41.389	0.074745	0.00092195	87.047	0.011488	489.93	533.44	2.0342	1.8998	6.3723	211.73	1.6061	11.616	0.035720
293.47	37.918	337.68	0.0029614	317.87	329.10	1.3377	1.7681	5.8364	364.21	0.22583	41.347	0.074711	0.00091735	87.196	0.011468	489.86	533.35	2.0337	1.9008	6.3937	211.67	1.6053	11.625	0.035774
293.52	37.957	337.48	0.0029631	318.07	329.32	1.3384	1.7688	5.8499	363.63	0.22661	41.304	0.074677	0.00091276	87.345	0.011449	489.80	533.26	2.0332	1.9018	6.4153	211.60	1.6045	11.634	0.035828
293.57	37.995	337.29	0.0029648	318.28	329.54	1.3392	1.7694	5.8635	363.05	0.22739	41.261	0.074643	0.00090818	87.494	0.011429	489.74	533.16	2.0327	1.9028	6.4371	211.53	1.6037	11.643	0.035883
293.61	38.033	337.09	0.0029666	318.48	329.77	1.3399	1.7701	5.8771	362.47	0.22817	41.218	0.074609	0.00090359	87.644	0.011410	489.67	533.07	2.0323	1.9038	6.4591	211.46	1.6029	11.653	0.035938
293.66	38.071	336.89	0.0029683	318.69	329.99	1.3406	1.7708	5.8909	361.89	0.22896	41.176	0.074575	0.00089902	87.794	0.011390	489.61	532.97	2.0318	1.9048	6.4812	211.39	1.6021	11.662	0.035993
293.71	38.110	336.69	0.0029701	318.89	330.21	1.3413	1.7714	5.9048	361.31	0.22975	41.133	0.074541	0.00089445	87.945	0.011371	489.54	532.88	2.0313	1.9058	6.5035	211.32	1.6013	11.671	0.036048
293.75	38.148	336.49	0.0029719	319.10	330.44	1.3420	1.7721	5.9188	360.73	0.23055	41.090	0.074507	0.00088988	88.096	0.011351	489.48	532.78	2.0309	1.9067	6.5260	211.25	1.6005	11.680	0.036104
293.80	38.186	336.29	0.0029736	319.31	330.66	1.3428	1.7728	5.9329	360.14	0.23135	41.047	0.074473	0.00088532	88.248	0.011332	489.41	532.68	2.0304	1.9078	6.5487	211.18	1.5996	11.689	0.036160
293.85	38.225	336.09	0.0029754	319.51	330.89	1.3435	1.7735	5.9471	359.56	0.23215	41.004	0.074439	0.00088076	88.400	0.011312	489.35	532.59	2.0299	1.9088	6.5716	211.11	1.5988	11.699	0.036216
293.89	38.263	335.88	0.0029772	319.72	331.11	1.3442	1.7741	5.9615	358.97	0.23296	40.961	0.074406	0.00087620	88.552	0.011293	489.28	532.49	2.0294	1.9098	6.5947	211.04	1.5980	11.708	0.036272
293.94	38.302	335.68	0.0029790	319.92	331.34	1.3449	1.7748	5.9759	358.39	0.23378	40.918	0.074372	0.00087166	88.705	0.011273	489.21	532.39	2.0289	1.9108	6.6180	210.97	1.5972	11.717	0.036329
293.99	38.340	335.48	0.0029808	320.13	331.56	1.3457	1.7755	5.9905	357.80	0.23459	40.875	0.074338	0.00086711	88.859	0.011254	489.15	532.29	2.0285	1.9118	6.6414	210.90	1.5963	11.727	0.036386
294.03	38.379	335.28	0.0029826	320.34	331.79	1.3464	1.7762	6.0052	357.22	0.23542	40.832	0.074305	0.00086257	89.013	0.011234	489.08	532.20	2.0280	1.9128	6.6651	210.83	1.5955	11.736	0.036443
294.08	38.417	335.07	0.0029844	320.55	332.01	1.3471	1.7769	6.0200	356.63	0.23624	40.789	0.074271	0.00085804	89.168	0.011215	489.01	532.10	2.0275	1.9138	6.6890	210.76	1.5947	11.746	0.036501
294.13	38.456	334.87	0.0029862	320.75	332.24	1.3479	1.7776	6.0349	356.04	0.23707	40.745	0.074238	0.00085351	89.323	0.011195	488.94	532.00	2.0270	1.9149	6.7130	210.69	1.5938	11.755	0.036559
294.17	38.495	334.66	0.0029881	320.96	332.46	1.3486	1.7783	6.0500	355.45	0.23791	40.702	0.074204	0.00084899	89.478	0.011176	488.88	531.90	2.0265	1.9159	6.7373	210.62	1.5930	11.765	0.036617
294.22	38.533	334.46	0.0029899	321.17	332.69	1.3493	1.7790	6.0652	354.86	0.23874	40.659	0.074171	0.00084447	89.634	0.011156	488.81	531.80	2.0260	1.9169	6.7618	210.55	1.5922	11.774	0.036675
294.27	38.572	334.25	0.0029917	321.38	332.92	1.3500	1.7797	6.0805	354.27	0.23959	40.615	0.074138	0.00083995	89.791	0.011137	488.74	531.70	2.0255	1.9180	6.7865	210.48	1.5913	11.784	0.036734
294.31	38.611	334.05	0.0029936	321.59	333.15	1.3508	1.7804	6.0959	353.68	0.24043	40.572	0.074105	0.00083544	89.948	0.011118	488.67	531.59	2.0251	1.9190	6.8114	210.41	1.5905	11.794	0.036793
294.36	38.649	333.84	0.0029954	321.80	333.37	1.3515	1.7812	6.1115	353.09	0.24129	40.528	0.074072	0.00083094	90.105	0.011098	488.60	531.49	2.0246	1.9200	6.8366	210.34	1.5896	11.803	0.036853
294.41	38.688	333.63	0.0029973	322.01	333.60	1.3523	1.7819	6.1272	352.50	0.24214	40.485	0.074039	0.00082644	90.263	0.011079	488.53	531.39	2.0241	1.9211	6.8619	210.27	1.5887	11.813	0.036912
294.45	38.727	333.43	0.0029992	322.22	333.83	1.3530	1.7826	6.1431	351.91	0.24300	40.441	0.074006	0.00082194	90.422	0.011059	488.46	531.29	2.0236	1.9221	6.8875	210.20	1.5879	11.823	0.036973
294.50	38.766	333.22	0.0030010	322.43	334.06	1.3537	1.7833	6.1590	351.32	0.24387	40.397	0.073973	0.00081745	90.581	0.011040	488.39	531.18	2.0231	1.9232	6.9133	210.13	1.5870	11.833	0.037033
294.55	38.805	333.01	0.0030029	322.64	334.29	1.3545	1.7841	6.1751	350.72	0.24474	40.354	0.073940	0.00081297	90.741	0.011020	488.31	531.08	2.0226	1.9243	6.9394	210.06	1.5862	11.843	0.037094
294.59	38.844	332.80	0.0030048	322.85	334.52	1.3552	1.7848	6.1914	350.13	0.24561	40.310	0.073907	0.00080849	90.901	0.011001	488.24	530.97	2.0221	1.9253	6.9657	209.99	1.5853	11.853	0.037155
294.64	38.883	332.59	0.0030067	323.06	334.75	1.3559	1.7855	6.2078	349.53	0.24649	40.266	0.073874	0.00080401	91.061	0.010982	488.17	530.87	2.0216	1.9264	6.9922	209.91	1.5844	11.862	0.037216
294.69	38.922	332.38	0.0030086	323.27	334.98	1.3567	1.7863	6.2243	348.93	0.24738	40.222	0.073842	0.00079955	91.223	0.010962	488.10	530.76	2.0211	1.9275	7.0189	209.84	1.5835	11.872	0.037278
294.73	38.961	332.17	0.0030105	323.48	335.21	1.3574	1.7870	6.2410	348.34	0.24827	40.178	0.073809	0.00079508	91.384	0.010943	488.02	530.66	2.0206	1.9285	7.0459	209.77	1.5827	11.882	0.037340
294.78	39.000	331.96	0.0030124	323.69	335.44	1.3582	1.7878	6.2578	347.74	0.24916	40.134	0.073777	0.00079062	91.547	0.010923	487.95	530.55	2.0201	1.9296	7.0731	209.70	1.5818	11.892	0.037402
294.83	39.039	331.75	0.0030143	323.90	335.67	1.3589	1.7885	6.2748	347.14	0.25006	40.090	0.073744	0.00078617	91.709	0.010904	487.88	530.44	2.0196	1.9307	7.1006	209.63	1.5809	11.903	0.037465
294.87	39.078	331.54	0.0030163	324.12	335.90	1.3597	1.7893	6.2919	346.54	0.25096	40.046	0.073712	0.00078172	91.873	0.010885	487.80	530.34	2.0190	1.9318	7.1284	209.55	1.5800	11.913	0.037528
294.92	39.117	331.32	0.0030182	324.33	336.14	1.3604	1.7901	6.3092	345.94	0.25187	40.002	0.073680	0.00077727	92.037	0.010865	487.73	530.23	2.0185	1.9329	7.1564	209.48	1.5791	11.923	0.037591
294.97	39.156	331.11	0.0030202	324.54	336.37	1.3612	1.7908	6.3266	345.34	0.25279	39.958	0.073648	0.00077283	92.201	0.010846	487.65	530.12	2.0180	1.9340	7.1846	209.41	1.5782	11.933	0.037655
295.01	39.195	330.89	0.0030221	324.76	336.60	1.3619	1.7916	6.3442	344.74	0.25370	39.914	0.073615	0.00076840	92.366	0.010826	487.58	530.01	2.0175	1.9351	7.2132	209.34	1.5773	11.943	0.037719
295.06	39.234	330.68	0.0030241	324.97	336.83	1.3627	1.7924	6.3619	344.14	0.25463	39.869	0.073583	0.00076397	92.532	0.010807	487.50	529.90	2.0170	1.9362	7.2419	209.27	1.5764	11.954	0.037784
295.11	39.274	330.47	0.0030260	325.18	337.07	1.3634	1.7932	6.3799	343.54	0.25556	39.825	0.073552	0.00075955	92.698	0.010788	487.42	529.79	2.0165	1.9373	7.2710	209.19	1.5755	11.964	0.037849
295.15	39.313	330.25	0.0030280	325.40	337.30	1.3642	1.7940	6.3979	342.93	0.25649	39.781	0.073520	0.00075513	92.865	0.010768	487.35	529.68	2.0160	1.9384	7.3003	209.12	1.5746	11.974	0.037914
295.20	39.352	330.03	0.0030300	325.61	337.54	1.3649	1.7948	6.4162	342.33	0.25743	39.736	0.073488	0.00075072	93.032	0.010749	487.27	529.57	2.0154	1.9395	7.3299	209.05	1.5736	11.985	0.037979
295.25	39.392	329.82	0.0030320	325.83	337.77	1.3657	1.7956	6.4346	341.72	0.25837	39.692	0.073456	0.00074631	93.200	0.010730	487.19	529.46	2.0149	1.9406	7.3598	208.97	1.5727	11.995	0.038045
295.29	39.431	329.60	0.0030340	326.04	338.01	1.3664	1.7964	6.4532	341.12	0.25932	39.647	0.073425	0.00074191	93.368	0.010710	487.11	529.34	2.0144	1.9417	7.3900	208.90	1.5718	12.006	0.038112
295.34	39.470	329.38	0.0030360	326.26	338.24	1.3672	1.7972	6.4719	340.51	0.26028	39.602	0.073393	0.00073751	93.537	0.010691	487.03	529.23	2.0139	1.9429	7.4205	208.83	1.5709	12.016	0.038178
295.39	39.510	329.16	0.0030380	326.47	338.48	1.3679	1.7980	6.4908	339.90	0.26124	39.558	0.073362	0.00073312	93.707	0.010672	486.96	529.12	2.0133	1.9440	7.4513	208.75	1.5699	12.027	0.038246
295.43	39.549	328.94	0.0030400	326.69	338.71	1.3687	1.7988	6.5099	339.29	0.26220	39.513	0.073331	0.00072873	93.877	0.010652	486.88	529.00	2.0128	1.9451	7.4823	208.68	1.5690	12.038	0.038313
295.48	39.589	328.72	0.0030421	326.91	338.95	1.3695	1.7996	6.5292	338.69	0.26317	39.468	0.073300	0.00072435	94.048	0.010633	486.80	528.89	2.0123	1.9463	7.5137	208.61	1.5681	12.048	0.038381
295.53	39.628	328.50	0.0030441	327.12	339.19	1.3702	1.8004	6.5487	338.08	0.26415	39.423	0.073269	0.00071998	94.220	0.010614	486.71	528.77	2.0117	1.9474	7.5454	208.53	1.5671	12.059	0.038449
295.57	39.668	328.28	0.0030462	327.34	339.42	1.3710	1.8012	6.5683	337.46	0.26513	39.378	0.073238	0.00071561	94.392	0.010594	486.63	528.66	2.0112	1.9486	7.5774	208.46	1.5662	12.070	0.038518
295.62	39.707	328.06	0.0030482	327.56	339.66	1.3717	1.8021	6.5882	336.85	0.26612	39.333	0.073207	0.00071124	94.564	0.010575	486.55	528.54	2.0107	1.9497	7.6097	208.38	1.5652	12.081	0.038587
295.67	39.747	327.84	0.0030503	327.78	339.90	1.3725	1.8029	6.6082	336.24	0.26711	39.288	0.073176	0.00070688	94.738	0.010555	486.47	528.43	2.0101	1.9509	7.6423	208.31	1.5642	12.092	0.038657
295.71	39.787	327.61	0.0030524	327.99	340.14	1.3733	1.8038	6.6285	335.63	0.26811	39.243	0.073146	0.00070253	94.912	0.010536	486.39	528.31	2.0096	1.9521	7.6753	208.23	1.5633	12.103	0.038727
295.76	39.826	327.39	0.0030545	328.21	340.38	1.3740	1.8046	6.6489	335.01	0.26912	39.198	0.073115	0.00069818	95.086	0.010517	486.30	528.19	2.0091	1.9532	7.7086	208.16	1.5623	12.114	0.038797
295.81	39.866	327.17	0.0030565	328.43	340.62	1.3748	1.8055	6.6695	334.40	0.27013	39.152	0.073085	0.00069384	95.261	0.010497	486.22	528.07	2.0085	1.9544	7.7422	208.08	1.5613	12.125	0.038868
295.85	39.906	326.94	0.0030586	328.65	340.86	1.3756	1.8063	6.6903	333.78	0.27115	39.107	0.073055	0.00068950	95.437	0.010478	486.14	527.95	2.0080	1.9556	7.7762	208.01	1.5604	12.136	0.038939
295.90	39.946	326.72	0.0030608	328.87	341.10	1.3764	1.8072	6.7114	333.17	0.27217	39.061	0.073024	0.00068517	95.614	0.010459	486.05	527.83	2.0074	1.9568	7.8105	207.93	1.5594	12.147	0.039011
295.95	39.986	326.49	0.0030629	329.09	341.34	1.3771	1.8080	6.7326	332.55	0.27320	39.016	0.072994	0.00068084	95.791	0.010439	485.97	527.71	2.0069	1.9580	7.8452	207.86	1.5584	12.158	0.039083
295.99	40.025	326.26	0.0030650	329.31	341.58	1.3779	1.8089	6.7541	331.93	0.27423	38.970	0.072965	0.00067652	95.969	0.010420	485.88	527.59	2.0063	1.9592	7.8802	207.78	1.5574	12.169	0.039156
296.04	40.065	326.04	0.0030671	329.53	341.82	1.3787	1.8098	6.7758	331.31	0.27527	38.925	0.072935	0.00067221	96.147	0.010401	485.80	527.47	2.0058	1.9604	7.9156	207.71	1.5564	12.180	0.039229
296.09	40.105	325.81	0.0030693	329.75	342.06	1.3794	1.8107	6.7977	330.69	0.27632	38.879	0.072905	0.00066790	96.326	0.010381	485.71	527.34	2.0052	1.9616	7.9513	207.63	1.5554	12.192	0.039302
296.13	40.145	325.58	0.0030715	329.97	342.30	1.3802	1.8116	6.8198	330.07	0.27737	38.833	0.072876	0.00066360	96.506	0.010362	485.62	527.22	2.0047	1.9628	7.9875	207.56	1.5544	12.203	0.039376
296.18	40.185	325.35	0.0030736	330.20	342.55	1.3810	1.8125	6.8421	329.45	0.27843	38.787	0.072846	0.00065930	96.687	0.010343	485.54	527.10	2.0041	1.9640	8.0240	207.48	1.5534	12.215	0.039450
296.23	40.225	325.12	0.0030758	330.42	342.79	1.3818	1.8134	6.8647	328.83	0.27950	38.741	0.072817	0.00065501	96.868	0.010323	485.45	526.97	2.0035	1.9652	8.0609	207.40	1.5524	12.226	0.039525
296.27	40.265	324.89	0.0030780	330.64	343.03	1.3826	1.8143	6.8875	328.20	0.28057	38.695	0.072788	0.00065072	97.050	0.010304	485.36	526.85	2.0030	1.9665	8.0982	207.33	1.5514	12.238	0.039601
296.32	40.305	324.66	0.0030802	330.86	343.28	1.3833	1.8152	6.9105	327.58	0.28165	38.649	0.072759	0.00064644	97.232	0.010285	485.27	526.72	2.0024	1.9677	8.1359	207.25	1.5504	12.249	0.039677
296.37	40.345	324.42	0.0030824	331.09	343.52	1.3841	1.8161	6.9338	326.96	0.28273	38.603	0.072730	0.00064217	97.415	0.010265	485.18	526.60	2.0019	1.9689	8.1740	207.17	1.5493	12.261	0.039753
296.41	40.386	324.19	0.0030846	331.31	343.77	1.3849	1.8170	6.9573	326.33	0.28382	38.557	0.072702	0.00063790	97.599	0.010246	485.09	526.47	2.0013	1.9702	8.2125	207.10	1.5483	12.272	0.039830
296.46	40.426	323.96	0.0030868	331.54	344.01	1.3857	1.8179	6.9811	325.70	0.28492	38.511	0.072673	0.00063364	97.784	0.010227	485.00	526.34	2.0007	1.9714	8.2515	207.02	1.5473	12.284	0.039907
296.51	40.466	323.72	0.0030891	331.76	344.26	1.3865	1.8189	7.0052	325.08	0.28603	38.464	0.072645	0.00062938	97.969	0.010207	484.91	526.21	2.0001	1.9727	8.2908	206.94	1.5462	12.296	0.039985
296.55	40.506	323.49	0.0030913	331.98	344.51	1.3873	1.8198	7.0294	324.45	0.28714	38.418	0.072617	0.00062513	98.156	0.010188	484.82	526.08	1.9996	1.9739	8.3306	206.86	1.5452	12.308	0.040063
296.60	40.547	323.25	0.0030936	332.21	344.75	1.3881	1.8208	7.0540	323.82	0.28826	38.371	0.072588	0.00062088	98.342	0.010169	484.72	525.95	1.9990	1.9752	8.3709	206.79	1.5441	12.320	0.040142
